VALUE_CODE,OFFER_IDS,OFFER_LIST_RECM,CONF
010,800500012011,800500000152,0.107142857143
010,800500000152,800500012011,0.260869565217
010,800500012018,800500000150,0.166666666667
010,800500000150,800500012018,0.0322580645161
010,800500110115,800500012104,0.25
010,800500012104,800500110115,0.5
010,800500012011,800500110115,0.0357142857143
010,800500110115,800500012011,0.5
010,800500012018,800500012011,0.5
010,800500012011,800500012018,0.0535714285714
010,800500012011,800500000150,0.178571428571
010,800500000150,800500012011,0.322580645161
010,800500012011,800500012032,0.0535714285714
010,800500012032,800500012011,0.6
010,800500012011#800500012104,800500012004,1.0
010,800500012011#800500012004,800500012104,0.5
010,800500012004#800500012104,800500012011,1.0
010,800500012104,800500012011#800500012004,0.5
010,800500012004,800500012011#800500012104,0.333333333333
010,800500012011,800500012004#800500012104,0.0178571428571
010,800500012011#800500012032,800500000150,0.333333333333
010,800500012011#800500000150,800500012032,0.1
010,800500012032#800500000150,800500012011,1.0
010,800500012011,800500012032#800500000150,0.0178571428571
010,800500012032,800500012011#800500000150,0.2
010,800500000150,800500012011#800500012032,0.0322580645161
010,800500012018#800500012104,800500012004,1.0
010,800500012018#800500012004,800500012104,1.0
010,800500012004#800500012104,800500012018,1.0
010,800500012004,800500012018#800500012104,0.333333333333
010,800500012018,800500012004#800500012104,0.166666666667
010,800500012104,800500012018#800500012004,0.5
010,800500012011#800500000152,800500000150,0.166666666667
010,800500012011#800500000150,800500000152,0.1
010,800500000152#800500000150,800500012011,0.25
010,800500012011,800500000152#800500000150,0.0178571428571
010,800500000150,800500012011#800500000152,0.0322580645161
010,800500000152,800500012011#800500000150,0.0434782608696
010,800500012011#800500012018,800500110115,0.333333333333
010,800500012018#800500110115,800500012011,1.0
010,800500012011#800500110115,800500012018,0.5
010,800500012011,800500012018#800500110115,0.0178571428571
010,800500012018,800500012011#800500110115,0.166666666667
010,800500110115,800500012011#800500012018,0.25
010,800500012018#800500110115,800500012104,1.0
010,800500012018#800500012104,800500110115,1.0
010,800500012104#800500110115,800500012018,1.0
010,800500012104,800500012018#800500110115,0.5
010,800500110115,800500012018#800500012104,0.25
010,800500012018,800500012104#800500110115,0.166666666667
010,800500012011#800500012032,800500000152,0.333333333333
010,800500012011#800500000152,800500012032,0.166666666667
010,800500012032#800500000152,800500012011,1.0
010,800500012011,800500012032#800500000152,0.0178571428571
010,800500012032,800500012011#800500000152,0.2
010,800500000152,800500012011#800500012032,0.0434782608696
010,800500012011#800500012018,800500012104,0.333333333333
010,800500012018#800500012104,800500012011,1.0
010,800500012011#800500012104,800500012018,1.0
010,800500012018,800500012011#800500012104,0.166666666667
010,800500012011,800500012018#800500012104,0.0178571428571
010,800500012104,800500012011#800500012018,0.5
010,800500012011#800500012018,800500000150,0.333333333333
010,800500012018#800500000150,800500012011,1.0
010,800500012011#800500000150,800500012018,0.1
010,800500012011,800500012018#800500000150,0.0178571428571
010,800500000150,800500012011#800500012018,0.0322580645161
010,800500012018,800500012011#800500000150,0.166666666667
010,800500012011#800500110115,800500012104,0.5
010,800500012011#800500012104,800500110115,1.0
010,800500012104#800500110115,800500012011,1.0
010,800500110115,800500012011#800500012104,0.25
010,800500012011,800500012104#800500110115,0.0178571428571
010,800500012104,800500012011#800500110115,0.5
010,800500012018#800500110115,800500000150,1.0
010,800500012018#800500000150,800500110115,1.0
010,800500110115#800500000150,800500012018,1.0
010,800500000150,800500012018#800500110115,0.0322580645161
010,800500012018,800500110115#800500000150,0.166666666667
010,800500110115,800500012018#800500000150,0.25
010,800500012011#800500012018,800500012004,0.333333333333
010,800500012018#800500012004,800500012011,1.0
010,800500012011#800500012004,800500012018,0.5
010,800500012018,800500012011#800500012004,0.166666666667
010,800500012011,800500012018#800500012004,0.0178571428571
010,800500012004,800500012011#800500012018,0.333333333333
010,800500012011#800500110115,800500000150,0.5
010,800500012011#800500000150,800500110115,0.1
010,800500110115#800500000150,800500012011,1.0
010,800500012011,800500110115#800500000150,0.0178571428571
010,800500000150,800500012011#800500110115,0.0322580645161
010,800500110115,800500012011#800500000150,0.25
010,800500012011#800500012018#800500110115,800500012104,1.0
010,800500012011#800500012018#800500012104,800500110115,1.0
010,800500012018#800500012104#800500110115,800500012011,1.0
010,800500012011#800500012104#800500110115,800500012018,1.0
010,800500012011#800500012104,800500012018#800500110115,1.0
010,800500012018#800500110115,800500012011#800500012104,1.0
010,800500012011#800500110115,800500012018#800500012104,0.5
010,800500012011#800500012018,800500012104#800500110115,0.333333333333
010,800500012018#800500012104,800500012011#800500110115,1.0
010,800500012104#800500110115,800500012011#800500012018,1.0
010,800500012104,800500012011#800500012018#800500110115,0.5
010,800500012011,800500012018#800500012104#800500110115,0.0178571428571
010,800500110115,800500012011#800500012018#800500012104,0.25
010,800500012018,800500012011#800500012104#800500110115,0.166666666667
010,800500012011#800500012018#800500012104,800500012004,1.0
010,800500012011#800500012018#800500012004,800500012104,1.0
010,800500012018#800500012004#800500012104,800500012011,1.0
010,800500012011#800500012004#800500012104,800500012018,1.0
010,800500012018#800500012104,800500012011#800500012004,1.0
010,800500012018#800500012004,800500012011#800500012104,1.0
010,800500012011#800500012004,800500012018#800500012104,0.5
010,800500012011#800500012018,800500012004#800500012104,0.333333333333
010,800500012011#800500012104,800500012018#800500012004,1.0
010,800500012004#800500012104,800500012011#800500012018,1.0
010,800500012018,800500012011#800500012004#800500012104,0.166666666667
010,800500012011,800500012018#800500012004#800500012104,0.0178571428571
010,800500012004,800500012011#800500012018#800500012104,0.333333333333
010,800500012104,800500012011#800500012018#800500012004,0.5
011,800500000152,800500000150,0.190476190476
011,800500000150,800500000152,0.129032258065
011,800500012096,800500012011,1.0
011,800500012011,800500012096,0.0161290322581
011,800500000150,800500110117,0.0322580645161
011,800500110117,800500000150,1.0
011,800500012032,800500000150,0.2
011,800500000150,800500012032,0.0322580645161
011,800500012018,800500012011,0.5
011,800500012011,800500012018,0.0322580645161
011,800500012004,800500000150,0.5
011,800500000150,800500012004,0.0322580645161
011,800500113094,800500000150,0.428571428571
011,800500000150,800500113094,0.0967741935484
011,800500110115,800500000150,0.333333333333
011,800500000150,800500110115,0.0322580645161
011,800500113170,800500000150,1.0
011,800500000150,800500113170,0.0322580645161
011,800500012011,800500110117,0.0161290322581
011,800500110117,800500012011,1.0
011,800500012011,800500000150,0.209677419355
011,800500000150,800500012011,0.41935483871
011,800500012011,800500000152,0.0967741935484
011,800500000152,800500012011,0.285714285714
011,800500012011,800500012004,0.0161290322581
011,800500012004,800500012011,0.5
011,800500012011,800500012032,0.0483870967742
011,800500012032,800500012011,0.6
011,800500012018,800500000150,0.25
011,800500000150,800500012018,0.0322580645161
011,800500012032,800500000152,0.2
011,800500000152,800500012032,0.047619047619
011,800500113094,800500110115,0.285714285714
011,800500110115,800500113094,0.666666666667
011,800500012011,800500110115,0.0161290322581
011,800500110115,800500012011,0.333333333333
011,800500113094,800500012011,0.428571428571
011,800500012011,800500113094,0.0483870967742
011,800500012011#800500012032,800500000150,0.333333333333
011,800500012011#800500000150,800500012032,0.0769230769231
011,800500012032#800500000150,800500012011,1.0
011,800500012011,800500012032#800500000150,0.0161290322581
011,800500012032,800500012011#800500000150,0.2
011,800500000150,800500012011#800500012032,0.0322580645161
011,800500012011#800500000152,800500000150,0.166666666667
011,800500012011#800500000150,800500000152,0.0769230769231
011,800500000152#800500000150,800500012011,0.25
011,800500012011,800500000152#800500000150,0.0161290322581
011,800500000152,800500012011#800500000150,0.047619047619
011,800500000150,800500012011#800500000152,0.0322580645161
011,800500012011#800500113094,800500110115,0.333333333333
011,800500113094#800500110115,800500012011,0.5
011,800500012011#800500110115,800500113094,1.0
011,800500012011,800500113094#800500110115,0.0161290322581
011,800500113094,800500012011#800500110115,0.142857142857
011,800500110115,800500012011#800500113094,0.333333333333
011,800500012011#800500113094,800500000150,0.666666666667
011,800500113094#800500000150,800500012011,0.666666666667
011,800500012011#800500000150,800500113094,0.153846153846
011,800500012011,800500113094#800500000150,0.0322580645161
011,800500113094,800500012011#800500000150,0.285714285714
011,800500000150,800500012011#800500113094,0.0645161290323
011,800500113094#800500110115,800500000150,0.5
011,800500113094#800500000150,800500110115,0.333333333333
011,800500110115#800500000150,800500113094,1.0
011,800500110115,800500113094#800500000150,0.333333333333
011,800500113094,800500110115#800500000150,0.142857142857
011,800500000150,800500113094#800500110115,0.0322580645161
011,800500012011#800500110115,800500000150,1.0
011,800500012011#800500000150,800500110115,0.0769230769231
011,800500110115#800500000150,800500012011,1.0
011,800500012011,800500110115#800500000150,0.0161290322581
011,800500110115,800500012011#800500000150,0.333333333333
011,800500000150,800500012011#800500110115,0.0322580645161
011,800500012011#800500113094#800500110115,800500000150,1.0
011,800500012011#800500113094#800500000150,800500110115,0.5
011,800500113094#800500110115#800500000150,800500012011,1.0
011,800500012011#800500110115#800500000150,800500113094,1.0
011,800500012011#800500110115,800500113094#800500000150,1.0
011,800500012011#800500113094,800500110115#800500000150,0.333333333333
011,800500113094#800500110115,800500012011#800500000150,0.5
011,800500012011#800500000150,800500113094#800500110115,0.0769230769231
011,800500113094#800500000150,800500012011#800500110115,0.333333333333
011,800500110115#800500000150,800500012011#800500113094,1.0
011,800500000150,800500012011#800500113094#800500110115,0.0322580645161
011,800500110115,800500012011#800500113094#800500000150,0.333333333333
011,800500012011,800500113094#800500110115#800500000150,0.0161290322581
011,800500113094,800500012011#800500110115#800500000150,0.142857142857
001,800500000152,800500000150,0.153846153846
001,800500000150,800500000152,0.0740740740741
001,800500012096,800500012011,0.5
001,800500012011,800500012096,0.0142857142857
001,800500113094,800500000152,0.0909090909091
001,800500000152,800500113094,0.0769230769231
001,800500000150,800500110117,0.037037037037
001,800500110117,800500000150,0.5
001,800500012032,800500000150,0.333333333333
001,800500000150,800500012032,0.0740740740741
001,800500113094,800500012032,0.0909090909091
001,800500012032,800500113094,0.166666666667
001,800500012004,800500000150,0.5
001,800500000150,800500012004,0.037037037037
001,800500000151,800500000150,1.0
001,800500000150,800500000151,0.037037037037
001,800500012018,800500012011,0.5
001,800500012011,800500012018,0.0142857142857
001,800500113094,800500000150,0.363636363636
001,800500000150,800500113094,0.148148148148
001,800500110115,800500000150,0.5
001,800500000150,800500110115,0.037037037037
001,800500012011,800500110117,0.0142857142857
001,800500110117,800500012011,0.5
001,800500012011,800500000150,0.185714285714
001,800500000150,800500012011,0.481481481481
001,800500012011,800500000152,0.0714285714286
001,800500000152,800500012011,0.384615384615
001,800500012011,800500012004,0.0142857142857
001,800500012004,800500012011,0.5
001,800500012018,800500113094,0.5
001,800500113094,800500012018,0.0909090909091
001,800500012011,800500012032,0.0714285714286
001,800500012032,800500012011,0.833333333333
001,800500012032,800500000152,0.166666666667
001,800500000152,800500012032,0.0769230769231
001,800500113094,800500110115,0.0909090909091
001,800500110115,800500113094,0.5
001,800500012011,800500110115,0.0142857142857
001,800500110115,800500012011,0.5
001,800500113094,800500012011,0.454545454545
001,800500012011,800500113094,0.0714285714286
001,800500012011#800500012032,800500000150,0.2
001,800500012011#800500000150,800500012032,0.0769230769231
001,800500012032#800500000150,800500012011,0.5
001,800500012011,800500012032#800500000150,0.0142857142857
001,800500012032,800500012011#800500000150,0.166666666667
001,800500000150,800500012011#800500012032,0.037037037037
001,800500012011#800500000152,800500000150,0.2
001,800500012011#800500000150,800500000152,0.0769230769231
001,800500000152#800500000150,800500012011,0.5
001,800500012011,800500000152#800500000150,0.0142857142857
001,800500000152,800500012011#800500000150,0.0769230769231
001,800500000150,800500012011#800500000152,0.037037037037
001,800500012011#800500000150,800500110117,0.0769230769231
001,800500012011#800500110117,800500000150,1.0
001,800500110117#800500000150,800500012011,1.0
001,800500012011,800500110117#800500000150,0.0142857142857
001,800500000150,800500012011#800500110117,0.037037037037
001,800500110117,800500012011#800500000150,0.5
001,800500012011#800500012032,800500000152,0.2
001,800500012011#800500000152,800500012032,0.2
001,800500012032#800500000152,800500012011,1.0
001,800500012032,800500012011#800500000152,0.166666666667
001,800500000152,800500012011#800500012032,0.0769230769231
001,800500012011,800500012032#800500000152,0.0142857142857
001,800500012011#800500113094,800500110115,0.2
001,800500113094#800500110115,800500012011,1.0
001,800500012011#800500110115,800500113094,1.0
001,800500012011,800500113094#800500110115,0.0142857142857
001,800500113094,800500012011#800500110115,0.0909090909091
001,800500110115,800500012011#800500113094,0.5
001,800500012011#800500113094,800500000150,0.4
001,800500113094#800500000150,800500012011,0.5
001,800500012011#800500000150,800500113094,0.153846153846
001,800500012011,800500113094#800500000150,0.0285714285714
001,800500113094,800500012011#800500000150,0.181818181818
001,800500000150,800500012011#800500113094,0.0740740740741
001,800500113094#800500110115,800500000150,1.0
001,800500113094#800500000150,800500110115,0.25
001,800500110115#800500000150,800500113094,1.0
001,800500110115,800500113094#800500000150,0.5
001,800500113094,800500110115#800500000150,0.0909090909091
001,800500000150,800500113094#800500110115,0.037037037037
000,800500000152,800500000150,0.1
000,800500000150,800500000152,0.0384615384615
000,800500012018,800500110115,0.266666666667
000,800500110115,800500012018,0.8
000,800500000212,800500012066,1.0
000,800500012066,800500000212,0.111111111111
000,800500012066,800500012004,0.333333333333
000,800500012004,800500012066,0.375
000,800500012011,800500012032,0.0655737704918
000,800500012032,800500012011,0.571428571429
000,800500012011,800500110117,0.016393442623
000,800500110117,800500012011,1.0
000,800500012011,800500012004,0.0983606557377
000,800500012004,800500012011,0.75
000,800500012011,800500012104,0.131147540984
000,800500012104,800500012011,0.533333333333
000,800500012018,800500113094,0.0666666666667
000,800500113094,800500012018,0.5
000,800500012018,800500012104,0.4
000,800500012104,800500012018,0.4
000,800500012018,800500012066,0.4
000,800500012066,800500012018,0.666666666667
000,800500000150,800500110117,0.0384615384615
000,800500110117,800500000150,1.0
000,800500012032,800500000150,0.142857142857
000,800500000150,800500012032,0.0384615384615
000,800500012004,800500000150,0.25
000,800500000150,800500012004,0.0769230769231
000,800500012104,800500012004,0.2
000,800500012004,800500012104,0.375
000,800500110115,800500000150,0.4
000,800500000150,800500110115,0.0769230769231
000,800500012018,800500012004,0.4
000,800500012004,800500012018,0.75
000,800500012066,800500113094,0.111111111111
000,800500113094,800500012066,0.5
000,800500113094,800500110115,0.5
000,800500110115,800500113094,0.2
000,800500012104,800500000150,0.0666666666667
000,800500000150,800500012104,0.0384615384615
000,800500012032,800500012104,0.142857142857
000,800500012104,800500012032,0.0666666666667
000,800500113170,800500000150,1.0
000,800500000150,800500113170,0.0384615384615
000,800500012018,800500012032,0.2
000,800500012032,800500012018,0.428571428571
000,800500012011,800500000152,0.0491803278689
000,800500000152,800500012011,0.3
000,800500012018,800500000150,0.133333333333
000,800500000150,800500012018,0.0769230769231
000,800500012066,800500012011,0.666666666667
000,800500012011,800500012066,0.0983606557377
000,800500110115,800500012104,0.4
000,800500012104,800500110115,0.133333333333
000,800500012011,800500110115,0.0655737704918
000,800500110115,800500012011,0.8
000,800500012066,800500000210,0.111111111111
000,800500000210,800500012066,1.0
000,800500012066,800500110115,0.111111111111
000,800500110115,800500012066,0.2
000,800500012032,800500012004,0.285714285714
000,800500012004,800500012032,0.25
000,800500113094,800500012032,0.5
000,800500012032,800500113094,0.142857142857
000,800500012018,800500012011,0.866666666667
000,800500012011,800500012018,0.213114754098
000,800500113094,800500012004,0.5
000,800500012004,800500113094,0.125
000,800500113094,800500000150,0.5
000,800500000150,800500113094,0.0384615384615
000,800500012066,800500012032,0.222222222222
000,800500012032,800500012066,0.285714285714
000,800500110115,800500012004,0.4
000,800500012004,800500110115,0.25
000,800500012011,800500000150,0.16393442623
000,800500000150,800500012011,0.384615384615
000,800500110115,800500012032,0.2
000,800500012032,800500110115,0.142857142857
000,800500012066,800500000150,0.111111111111
000,800500000150,800500012066,0.0384615384615
000,800500012011,800500000307,0.016393442623
000,800500000307,800500012011,1.0
000,800500113094,800500012011,1.0
000,800500012011,800500113094,0.0327868852459
000,800500012011#800500113094,800500012032,0.5
000,800500012032#800500113094,800500012011,1.0
000,800500012011#800500012032,800500113094,0.25
000,800500113094,800500012011#800500012032,0.5
000,800500012011,800500012032#800500113094,0.016393442623
000,800500012032,800500012011#800500113094,0.142857142857
000,800500012011#800500012032,800500000150,0.25
000,800500012011#800500000150,800500012032,0.1
000,800500012032#800500000150,800500012011,1.0
000,800500000150,800500012011#800500012032,0.0384615384615
000,800500012011,800500012032#800500000150,0.016393442623
000,800500012032,800500012011#800500000150,0.142857142857
000,800500012011#800500012066,800500110115,0.166666666667
000,800500012066#800500110115,800500012011,1.0
000,800500012011#800500110115,800500012066,0.25
000,800500110115,800500012011#800500012066,0.2
000,800500012066,800500012011#800500110115,0.111111111111
000,800500012011,800500012066#800500110115,0.016393442623
000,800500012004#800500110115,800500000150,0.5
000,800500110115#800500000150,800500012004,0.5
000,800500012004#800500000150,800500110115,0.5
000,800500110115,800500012004#800500000150,0.2
000,800500012004,800500110115#800500000150,0.125
000,800500000150,800500012004#800500110115,0.0384615384615
000,800500012011#800500012018,800500012104,0.461538461538
000,800500012018#800500012104,800500012011,1.0
000,800500012011#800500012104,800500012018,0.75
000,800500012018,800500012011#800500012104,0.4
000,800500012011,800500012018#800500012104,0.0983606557377
000,800500012104,800500012011#800500012018,0.4
000,800500012018#800500012066,800500110115,0.166666666667
000,800500012018#800500110115,800500012066,0.25
000,800500012066#800500110115,800500012018,1.0
000,800500012066,800500012018#800500110115,0.111111111111
000,800500110115,800500012018#800500012066,0.2
000,800500012018,800500012066#800500110115,0.0666666666667
000,800500012018#800500012066,800500000150,0.166666666667
000,800500012018#800500000150,800500012066,0.5
000,800500012066#800500000150,800500012018,1.0
000,800500000150,800500012018#800500012066,0.0384615384615
000,800500012066,800500012018#800500000150,0.111111111111
000,800500012018,800500012066#800500000150,0.0666666666667
000,800500012011#800500012018,800500000150,0.153846153846
000,800500012018#800500000150,800500012011,1.0
000,800500012011#800500000150,800500012018,0.2
000,800500012011,800500012018#800500000150,0.0327868852459
000,800500000150,800500012011#800500012018,0.0769230769231
000,800500012018,800500012011#800500000150,0.133333333333
000,800500113094#800500012066,800500012011,1.0
000,800500012011#800500012066,800500113094,0.166666666667
000,800500012011#800500113094,800500012066,0.5
000,800500012011,800500113094#800500012066,0.016393442623
000,800500113094,800500012011#800500012066,0.5
000,800500012066,800500012011#800500113094,0.111111111111
000,800500012018#800500012066,800500012004,0.5
000,800500012018#800500012004,800500012066,0.5
000,800500012004#800500012066,800500012018,1.0
000,800500012018,800500012004#800500012066,0.2
000,800500012004,800500012018#800500012066,0.375
000,800500012066,800500012018#800500012004,0.333333333333
000,800500012011#800500110115,800500012032,0.25
000,800500012011#800500012032,800500110115,0.25
000,800500012032#800500110115,800500012011,1.0
000,800500110115,800500012011#800500012032,0.2
000,800500012032,800500012011#800500110115,0.142857142857
000,800500012011,800500012032#800500110115,0.016393442623
000,800500012011#800500012066,800500012004,0.5
000,800500012004#800500012066,800500012011,1.0
000,800500012011#800500012004,800500012066,0.5
000,800500012011,800500012004#800500012066,0.0491803278689
000,800500012066,800500012011#800500012004,0.333333333333
000,800500012004,800500012011#800500012066,0.375
000,800500012066#800500110115,800500000150,1.0
000,800500012066#800500000150,800500110115,1.0
000,800500110115#800500000150,800500012066,0.5
000,800500012066,800500110115#800500000150,0.111111111111
000,800500000150,800500012066#800500110115,0.0384615384615
000,800500110115,800500012066#800500000150,0.2
000,800500012011#800500012066,800500012032,0.333333333333
000,800500012032#800500012066,800500012011,1.0
000,800500012011#800500012032,800500012066,0.5
000,800500012066,800500012011#800500012032,0.222222222222
000,800500012032,800500012011#800500012066,0.285714285714
000,800500012011,800500012032#800500012066,0.0327868852459
000,800500012011#800500012032,800500012104,0.25
000,800500012011#800500012104,800500012032,0.125
000,800500012032#800500012104,800500012011,1.0
000,800500012104,800500012011#800500012032,0.0666666666667
000,800500012032,800500012011#800500012104,0.142857142857
000,800500012011,800500012032#800500012104,0.016393442623
000,800500012011#800500110115,800500000150,0.5
000,800500012011#800500000150,800500110115,0.2
000,800500110115#800500000150,800500012011,1.0
000,800500012011,800500110115#800500000150,0.0327868852459
000,800500000150,800500012011#800500110115,0.0769230769231
000,800500110115,800500012011#800500000150,0.4
000,800500012104#800500110115,800500000150,0.5
000,800500110115#800500000150,800500012104,0.5
000,800500012104#800500000150,800500110115,1.0
000,800500012104,800500110115#800500000150,0.0666666666667
000,800500110115,800500012104#800500000150,0.2
000,800500000150,800500012104#800500110115,0.0384615384615
000,800500012011#800500012104,800500012004,0.375
000,800500012011#800500012004,800500012104,0.5
000,800500012004#800500012104,800500012011,1.0
000,800500012104,800500012011#800500012004,0.2
000,800500012004,800500012011#800500012104,0.375
000,800500012011,800500012004#800500012104,0.0491803278689
000,800500012011#800500113094,800500012004,0.5
000,800500113094#800500012004,800500012011,1.0
000,800500012011#800500012004,800500113094,0.166666666667
000,800500113094,800500012011#800500012004,0.5
000,800500012011,800500113094#800500012004,0.016393442623
000,800500012004,800500012011#800500113094,0.125
000,800500012018#800500012104,800500012004,0.5
000,800500012018#800500012004,800500012104,0.5
000,800500012004#800500012104,800500012018,1.0
000,800500012004,800500012018#800500012104,0.375
000,800500012018,800500012004#800500012104,0.2
000,800500012104,800500012018#800500012004,0.2
000,800500012032#800500012066,800500012004,0.5
000,800500012004#800500012066,800500012032,0.333333333333
000,800500012032#800500012004,800500012066,0.5
000,800500012032,800500012004#800500012066,0.142857142857
000,800500012066,800500012032#800500012004,0.111111111111
000,800500012004,800500012032#800500012066,0.125
000,800500012018#800500012032,800500012104,0.333333333333
000,800500012018#800500012104,800500012032,0.166666666667
000,800500012032#800500012104,800500012018,1.0
000,800500012032,800500012018#800500012104,0.142857142857
000,800500012018,800500012032#800500012104,0.0666666666667
000,800500012104,800500012032#800500012018,0.0666666666667
000,800500012018#800500110115,800500012104,0.5
000,800500012018#800500012104,800500110115,0.333333333333
000,800500012104#800500110115,800500012018,1.0
000,800500012104,800500012018#800500110115,0.133333333333
000,800500110115,800500012018#800500012104,0.4
000,800500012018,800500012104#800500110115,0.133333333333
000,800500012018#800500012066,800500012011,0.833333333333
000,800500012011#800500012018,800500012066,0.384615384615
000,800500012011#800500012066,800500012018,0.833333333333
000,800500012011,800500012018#800500012066,0.0819672131148
000,800500012018,800500012011#800500012066,0.333333333333
000,800500012066,800500012011#800500012018,0.555555555556
000,800500012011#800500110115,800500012104,0.5
000,800500012011#800500012104,800500110115,0.25
000,800500012104#800500110115,800500012011,1.0
000,800500110115,800500012011#800500012104,0.4
000,800500012011,800500012104#800500110115,0.0327868852459
000,800500012104,800500012011#800500110115,0.133333333333
000,800500012018#800500113094,800500110115,1.0
000,800500012018#800500110115,800500113094,0.25
000,800500113094#800500110115,800500012018,1.0
000,800500113094,800500012018#800500110115,0.5
000,800500110115,800500113094#800500012018,0.2
000,800500012018,800500113094#800500110115,0.0666666666667
000,800500012011#800500110115,800500012004,0.5
000,800500012011#800500012004,800500110115,0.333333333333
000,800500012004#800500110115,800500012011,1.0
000,800500110115,800500012011#800500012004,0.4
000,800500012004,800500012011#800500110115,0.25
000,800500012011,800500012004#800500110115,0.0327868852459
000,800500012018#800500113094,800500012004,1.0
000,800500012018#800500012004,800500113094,0.166666666667
000,800500113094#800500012004,800500012018,1.0
000,800500012004,800500113094#800500012018,0.125
000,800500113094,800500012018#800500012004,0.5
000,800500012018,800500113094#800500012004,0.0666666666667
000,800500113094#800500110115,800500000150,1.0
000,800500113094#800500000150,800500110115,1.0
000,800500110115#800500000150,800500113094,0.5
000,800500113094,800500110115#800500000150,0.5
000,800500000150,800500113094#800500110115,0.0384615384615
000,800500110115,800500113094#800500000150,0.2
000,800500113094#800500012066,800500000150,1.0
000,800500012066#800500000150,800500113094,1.0
000,800500113094#800500000150,800500012066,1.0
000,800500000150,800500113094#800500012066,0.0384615384615
000,800500012066,800500113094#800500000150,0.111111111111
000,800500113094,800500012066#800500000150,0.5
000,800500012018#800500012032,800500012004,0.666666666667
000,800500012018#800500012004,800500012032,0.333333333333
000,800500012032#800500012004,800500012018,1.0
000,800500012032,800500012018#800500012004,0.285714285714
000,800500012004,800500012032#800500012018,0.25
000,800500012018,800500012032#800500012004,0.133333333333
000,800500113094#800500110115,800500012004,1.0
000,800500113094#800500012004,800500110115,1.0
000,800500012004#800500110115,800500113094,0.5
000,800500012004,800500113094#800500110115,0.125
000,800500110115,800500113094#800500012004,0.2
000,800500113094,800500012004#800500110115,0.5
000,800500012018#800500012004,800500000150,0.166666666667
000,800500012018#800500000150,800500012004,0.5
000,800500012004#800500000150,800500012018,0.5
000,800500012018,800500012004#800500000150,0.0666666666667
000,800500000150,800500012018#800500012004,0.0384615384615
000,800500012004,800500012018#800500000150,0.125
000,800500012011#800500012018,800500110115,0.307692307692
000,800500012018#800500110115,800500012011,1.0
